sr,Model,Specifications,Processor,RAM,Storage,version,graphics card,Name,Cprice
580,HP Victus 15-fb1018AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph,AMD Ryzen 5 7535HS,8GB,512GB SSD,Win11,4GB Graph,HP Victus 15-fb1018AX Gaming Laptop,
581,Asus TUF Gaming F15 FX506HF-HN076W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,11th Gen Core i5,16GB,512GB SSD,Win11,4GB Graph,Asus TUF Gaming F15 FX506HF-HN076W Gaming Laptop,
582,HP 15S-EQ1550AU Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ Win 11),AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ Win 11,AMD Ryzen 3 3250U,8 GB RAM,512 GB SSD,Win 11,,HP 15S-EQ1550AU Laptop,
583,HP Omen 16-wf0056TX 834U0PA Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics,13th Gen Core i7,16 GB RAM,512 GB SSD,Win 11,8 GB Graphics,HP Omen 16-wf0056TX 834U0PA Gaming Laptop,
584,Asus Vivobook Pro 15 M6500QF-HN541WS Creator Laptop (AMD Ryzen 5 5600H/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),AMD Ryzen 5 5600H/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics,AMD Ryzen 5 5600H,16 GB RAM,512 GB SSD,Win 11,4 GB Graphics,Asus Vivobook Pro 15 M6500QF-HN541WS Creator Laptop,
585,Asus Vivobook Go 14 2023 E1404FA-NK325WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home,Ryzen 3 7320U,8GB,512GB SSD,Win11 Home,,Asus Vivobook Go 14 2023 E1404FA-NK325WS Laptop,
586,Lenovo IdeaPad Slim 5 14IAH8 83BF0045IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),12th Gen Core i5/ 16GB/ 1TB SSD/ Win11,12th Gen Core i5,16GB,1TB SSD,Win11,,Lenovo IdeaPad Slim 5 14IAH8 83BF0045IN Laptop,
587,MSI Modern 14 C12M-459IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home,12th Gen Core i7,16GB,512GB SSD,Win11 Home,,MSI Modern 14 C12M-459IN Laptop,
588,Wings Nuvobook S1 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),11th Gen Core i3/ 8GB/ 256GB SSD/ Win11,11th Gen Core i3,8GB,256GB SSD,Win11,,Wings Nuvobook S1 Laptop,
589,Wings Nuvobook S2 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),11th Gen Core i3/ 8GB/ 512GB SSD/ Win11,11th Gen Core i3,8GB,512GB SSD,Win11,,Wings Nuvobook S2 Laptop,
590,Wings Nuvobook Pro Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),11th Gen Core i7/ 16GB/ 512GB SSD/ Win11,11th Gen Core i7,16GB,512GB SSD,Win11,,Wings Nuvobook Pro Laptop,
591,Lenovo IdeaPad Slim 5 16IRL8 82XF003GIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),13th Gen Core i5/ 16GB/ 512GB SSD/ Win11,13th Gen Core i5,16GB,512GB SSD,Win11,,Lenovo IdeaPad Slim 5 16IRL8 82XF003GIN Laptop,
592,Lenovo IdeaPad 3 15ITL6 82H803GSIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,11th Gen Core i3,8GB,512GB SSD,Win11 Home,,Lenovo IdeaPad 3 15ITL6 82H803GSIN Laptop,
593,MSI Stealth 16 Mercedes AMG A13VG-264IN Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win11/ 8GB Graph),13th Gen Core i9/ 32GB/ 2TB SSD/ Win11/ 8GB Graph,13th Gen Core i9,32GB,2TB SSD,Win11,8GB Graph,MSI Stealth 16 Mercedes AMG A13VG-264IN Gaming Laptop,
594,Ultimus Elite NU14U3INF56BN-CS Laptop (10th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),10th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home,10th Gen Core i5,8GB,512GB SSD,Win11 Home,,Ultimus Elite NU14U3INF56BN-CS Laptop,
595,Acer Aspire 3 Spin 14 NX.KENSI.002 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home,Intel Core i3 N305,8GB,512GB SSD,Win11 Home,,Acer Aspire 3 Spin 14 NX.KENSI.002 Laptop,
596,MSI Stealth 16 Mercedes AMG A13VF-265IN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph,13th Gen Core i9,32GB,1TB SSD,Win11,8GB Graph,MSI Stealth 16 Mercedes AMG A13VF-265IN Gaming Laptop,
597,MSI Thin GF63 11UCX-1492IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph,11th Gen Core i5,16GB,1TB 256GB SSD,Win11 Home,4GB Graph,MSI Thin GF63 11UCX-1492IN Gaming Laptop,
598,MSI Thin GF63 11UCX-1491IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 512GB SSD/ Win11 Home/ 4GB Graph),11th Gen Core i5/ 16GB/ 1TB 512GB SSD/ Win11 Home/ 4GB Graph,11th Gen Core i5,16GB,1TB 512GB SSD,Win11 Home,4GB Graph,MSI Thin GF63 11UCX-1491IN Gaming Laptop,
599,Infinix INBook X3 Slim XL422 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home,12th Gen Core i5,16GB,512GB SSD,Win 11 Home,,Infinix INBook X3 Slim XL422 Laptop,
600,Lenovo IdeaPad Slim 5 82XD003NIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),13th Gen Core i5/ 16GB/ 512GB SSD/ Win11,13th Gen Core i5,16GB,512GB SSD,Win11,,Lenovo IdeaPad Slim 5 82XD003NIN Laptop,
601,Infinix INBook X3 Slim Series XL422 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home,12th Gen Core i7,16GB,512GB SSD,Win 11 Home,,Infinix INBook X3 Slim Series XL422 Laptop,
602,Lenovo IdeaPad Slim 5i 82XD0040IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),13th Gen Core i7/ 16GB/ 512GB SSD/ Win11,13th Gen Core i7,16GB,512GB SSD,Win11,,Lenovo IdeaPad Slim 5i 82XD0040IN Laptop,
603,Lenovo IdeaPad Slim 5 16IRL8 82XF003JIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),13th Gen Core i7/ 16GB/ 512GB SSD/ Win11,13th Gen Core i7,16GB,512GB SSD,Win11,,Lenovo IdeaPad Slim 5 16IRL8 82XF003JIN Laptop,
604,Lenovo V15 82KB00RJIH Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,11th Gen Core i5,16GB,512GB SSD,Win11 Home,,Lenovo V15 82KB00RJIH Laptop,
605,Dell Inspiron 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),11th Gen Core i3/ 8GB/ 512GB SSD/ Win11,11th Gen Core i3,8GB,512GB SSD,Win11,,Dell Inspiron 3520 Laptop,
606,Dell Inspiron 3530 2023 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),13th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home,13th Gen Core i3,8GB,1TB SSD,Win11 Home,,Dell Inspiron 3530 2023 Laptop,
607,Dell Inspiron 7430 2 in 1 Touch Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),13th Gen Core i5/ 16GB/ 1TB SSD/ Win11,13th Gen Core i5,16GB,1TB SSD,Win11,,Dell Inspiron 7430 2 in 1 Touch Laptop,
608,Dell Vostro 3430 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),13th Gen Core i3/ 8GB/ 512GB SSD/ Win11,13th Gen Core i3,8GB,512GB SSD,Win11,,Dell Vostro 3430 Laptop,
609,Dell Inspiron 13 5330 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),13th Gen Core i7/ 16GB/ 1TB SSD/ Win11,13th Gen Core i7,16GB,1TB SSD,Win11,,Dell Inspiron 13 5330 Laptop,
610,Dell Inspiron 7430 2023 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),13th Gen Core i5/ 8GB/ 1TB SSD/ Win11,13th Gen Core i5,8GB,1TB SSD,Win11,,Dell Inspiron 7430 2023 2 in 1 Laptop,
611,Dell Vostro 3430 VN3430RHXFG001ORB1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro,13th Gen Core i5,8GB,512GB SSD,Win11 Pro,,Dell Vostro 3430 VN3430RHXFG001ORB1 Laptop,
612,Dell Inspiron 3535 2023 Laptop (AMD Ryzen R5-7520U/ 8GB/ 1TB SSD/ Win11),AMD Ryzen R5-7520U/ 8GB/ 1TB SSD/ Win11,AMD Ryzen R5-7520U,8GB,1TB SSD,Win11,,Dell Inspiron 3535 2023 Laptop,
613,Dell Inspiron 5330 2023 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),13th Gen Core i5/ 16GB/ 1TB SSD/ Win11,13th Gen Core i5,16GB,1TB SSD,Win11,,Dell Inspiron 5330 2023 Laptop,
614,HP Victus 15-FB0142AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,AMD Ryzen 5 5600H,16GB,512GB SSD,Win11,4GB Graph,HP Victus 15-FB0142AX Gaming Laptop,
615,HP Pavilion 15-eg3017TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home,13th Gen Core i5,16GB,1TB SSD,Win11 Home,,HP Pavilion 15-eg3017TU Laptop,
616,MSI Katana 17 B12VFK-673IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph,12th Gen Core i7,16GB,1TB SSD,Win11 Home,8GB Graph,MSI Katana 17 B12VFK-673IN Gaming Laptop,
617,MSI Thin GF63 11UCX-1496IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,11th Gen Core i5,16GB,512GB SSD,Win11 Home,4GB Graph,MSI Thin GF63 11UCX-1496IN Gaming Laptop,
618,MSI Katana 17 B12VFK-668IN Gaming Laptop (12th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),12th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph,12th Gen Core i7,8GB,1TB SSD,Win11 Home,8GB Graph,MSI Katana 17 B12VFK-668IN Gaming Laptop,
619,MSI Thin GF63 11SC-1493IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,11th Gen Core i5,16GB,512GB SSD,Win11 Home,4GB Graph,MSI Thin GF63 11SC-1493IN Gaming Laptop,
620,MSI Thin GF63 12VF-663IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph,12th Gen Core i7,16GB,512GB SSD,Win11,8GB Graph,MSI Thin GF63 12VF-663IN Gaming Laptop,
621,MSI Thin GF63 11UCX-1497IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,11th Gen Core i5,8GB,512GB SSD,Win11 Home,4GB Graph,MSI Thin GF63 11UCX-1497IN Gaming Laptop,
622,MSI Thin GF63 12VE-664IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph,12th Gen Core i7,16GB,1TB SSD,Win11,6GB Graph,MSI Thin GF63 12VE-664IN Gaming Laptop,
623,MSI Pulse 17 B13VGK-652IN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph,13th Gen Core i9,16GB,1TB SSD,Win11 Home,8GB Graph,MSI Pulse 17 B13VGK-652IN Gaming Laptop,
624,MSI Katana 17 B12VGK-672IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph,12th Gen Core i7,16GB,1TB SSD,Win11 Home,8GB Graph,MSI Katana 17 B12VGK-672IN Gaming Laptop,
625,MSI Pulse 17 B13VGK-666IN Gaming Laptop (13th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),13th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph,13th Gen Core i7,8GB,1TB SSD,Win11 Home,8GB Graph,MSI Pulse 17 B13VGK-666IN Gaming Laptop,
626,HP Victus 16-s0089AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph,AMD Ryzen 7 7840HS,16GB,1TB SSD,Win11,4GB Graph,HP Victus 16-s0089AX Gaming Laptop,
627,HP Omen 16-u0023TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph,13th Gen Core i9,32GB,1TB SSD,Win11 Home,8GB Graph,HP Omen 16-u0023TX Gaming Laptop,
628,HP Victus 15-fa1064TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph,13th Gen Core i7,16GB,512GB SSD,Win11 Home,6GB Graph,HP Victus 15-fa1064TX Gaming Laptop,
629,HP Victus  15-fa1060TX  Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph,13th Gen Core i5,16GB,512GB SSD,Win11 Home,6GB Graph,HP Victus 15-fa1060TX Gaming Laptop,
630,HP Victus 15-fb0153AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph,AMD Ryzen 5 5600H,8GB,512GB SSD,Win11,4GB Graph,HP Victus 15-fb0153AX Gaming Laptop,
631,Lenovo IdeaPad Slim 5 82XE004RIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11,AMD Ryzen 5 7530U,16GB,512GB SSD,Win11,,Lenovo IdeaPad Slim 5 82XE004RIN Laptop,
632,Asus VivoBook 14 2023 X1404ZA-NK321WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,12th Gen Core i3,8GB,512GB SSD,Win11 Home,,Asus VivoBook 14 2023 X1404ZA-NK321WS Laptop,
633,Asus Vivobook 15 X1504ZA-NJ325WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),12th Gen Core i3/ 8GB/ 512GB SSD/ Win11,12th Gen Core i3,8GB,512GB SSD,Win11,,Asus Vivobook 15 X1504ZA-NJ325WS Laptop,
634,HP Dragonfly G4 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),13th Gen Core i7/ 16GB/ 512GB SSD/ Win11,13th Gen Core i7,16GB,512GB SSD,Win11,,HP Dragonfly G4 Laptop,
635,Chuwi CoreBook X Pro Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11),10th Gen Core i5/ 16GB/ 512GB SSD/ Win11,10th Gen Core i5,16GB,512GB SSD,Win11,,Chuwi CoreBook X Pro Laptop,
636,HP Envy x360 13-bf0141tu Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),12th Gen Core i7/ 16GB/ 512GB SSD/ Win11,12th Gen Core i7,16GB,512GB SSD,Win11,,HP Envy x360 13-bf0141tu Laptop,
637,Lenovo IdeaPad Slim 3 82XQ008VIN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11,AMD Ryzen 5 7520U,16GB,512GB SSD,Win11,,Lenovo IdeaPad Slim 3 82XQ008VIN Laptop,
638,HP Omen 16-wd0770TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph,13th Gen Core i5,16GB,512GB SSD,Win11 Home,6GB Graph,HP Omen 16-wd0770TX Gaming Laptop,
639,Lenovo IdeaPad Slim 5i 82XF003CIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),13th Gen Core i5/ 16GB/ 512GB SSD/ Win11,13th Gen Core i5,16GB,512GB SSD,Win11,,Lenovo IdeaPad Slim 5i 82XF003CIN Laptop,
640,Asus Vivobook 16X 2023 K3605ZC-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,12th Gen Core i7,16GB,512GB SSD,Win11 Home,4GB Graph,Asus Vivobook 16X 2023 K3605ZC-MBN741WS Laptop,
641,Acer Predator 16 NH.QLUSI.005 Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph,13th Gen Core i9,16GB,1TB SSD,Win11,8GB Graph,Acer Predator 16 NH.QLUSI.005 Laptop,
642,Asus Vivobook Pro 15 M6500QFB-LK541WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,AMD Ryzen 5 5600H,16GB,512GB SSD,Win11,4GB Graph,Asus Vivobook Pro 15 M6500QFB-LK541WS Laptop,
643,Dell Inspiron 3520 IN3520KTMFJ001ORS1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),11th Gen Core i3/ 8GB/ 512GB SSD/ Win11,11th Gen Core i3,8GB,512GB SSD,Win11,,Dell Inspiron 3520 IN3520KTMFJ001ORS1 Laptop,
644,HP Victus 15-fb0134AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,AMD Ryzen 5 5600H,16GB,512GB SSD,Win11,4GB Graph,HP Victus 15-fb0134AX Gaming Laptop,
645,Asus Vivobook Pro 15 M6500QFB-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,Ryzen 7 5800H,16GB,512GB SSD,Win11,4GB Graph,Asus Vivobook Pro 15 M6500QFB-LK742WS Laptop,
646,MSI Prestige 16 A13UCX-250IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graphic),13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graphic,13th Gen Core i7,16GB,1TB SSD,Win11,4GB Graphic,MSI Prestige 16 A13UCX-250IN Laptop,
647,HP Victus 15-fa0188TX Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,12th Gen Core i7,16GB,512GB SSD,Win11,4GB Graph,HP Victus 15-fa0188TX Gaming Laptop,
648,Lenovo IdeaPad Slim 5 82XD003PIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),13th Gen Core i5/ 16GB/ 512GB SSD/ Win11,13th Gen Core i5,16GB,512GB SSD,Win11,,Lenovo IdeaPad Slim 5 82XD003PIN Laptop,
649,Lenovo LOQ 15IRH8 82XV00F7IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 8GB Graph,12th Gen Core i5,16GB,512GB SSD,Win11,8GB Graph,Lenovo LOQ 15IRH8 82XV00F7IN 2023 Gaming Laptop,
650,HP Pavilion x360 14-ek1074TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),13th Gen Core i5/ 16GB/ 512GB SSD/ Win11,13th Gen Core i5,16GB,512GB SSD,Win11,,HP Pavilion x360 14-ek1074TU Laptop,
651,Lenovo LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph,12th Gen Core i5,16GB,512GB SSD,Win11,6GB Graph,Lenovo LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop,
652,Lenovo LOQ 15IRH8 82XV00F5IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph,12th Gen Core i5,16GB,512GB SSD,Win11,6GB Graph,Lenovo LOQ 15IRH8 82XV00F5IN 2023 Gaming Laptop,
653,HP 15s-fr2515TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),11th Gen Core i3/ 8GB/ 512GB SSD/ Win11,11th Gen Core i3,8GB,512GB SSD,Win11,,HP 15s-fr2515TU Laptop,
654,Lenovo LOQ 15APH8 82XT004JIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph,AMD Ryzen 7 7840HS,16GB,512GB SSD,Win11,6GB Graph,Lenovo LOQ 15APH8 82XT004JIN 2023 Gaming Laptop,
655,MSI Vector GP68HX 13VH-072IN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB Graph,13th Gen Core i9,32GB,1TB SSD,Win11,12GB Graph,MSI Vector GP68HX 13VH-072IN Gaming Laptop,
656,Asus Vivobook 15 X1502ZA-EJ545WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),12th Gen Core i5/ 16GB/ 512GB SSD/ Win11,12th Gen Core i5,16GB,512GB SSD,Win11,,Asus Vivobook 15 X1502ZA-EJ545WS Laptop,
657,Lenovo LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph,13th Gen Core i7,16GB,512GB SSD,Win11,6GB Graph,Lenovo LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop,
658,Lenovo LOQ 15APH8 82XT009CIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph,AMD Ryzen 7 7840HS,16GB,512GB SSD,Win11,8GB Graph,Lenovo LOQ 15APH8 82XT009CIN 2023 Gaming Laptop,
659,HP Omen 16-wf0111TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph,13th Gen Core i7,16GB,1TB SSD,Win11 Home,8GB Graph,HP Omen 16-wf0111TX Gaming Laptop,
660,MSI Vector GP78HX 13VI-409IN Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 16GB Graph),13th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 16GB Graph,13th Gen Core i9,32GB,2TB SSD,Win11 Home,16GB Graph,MSI Vector GP78HX 13VI-409IN Gaming Laptop,
661,HP Omen 16-xf0059AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph,AMD Ryzen 7 7840HS,16GB,512GB SSD,Win11,8GB Graph,HP Omen 16-xf0059AX Gaming Laptop,
662,HP Omen 16-wf0055TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph,13th Gen Core i7,16GB,512GB SSD,Win11 Home,8GB Graph,HP Omen 16-wf0055TX Gaming Laptop,
663,Infinix INBook X2 Plus Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win 11 Home),11th Gen Core i7/ 16GB/ 1TB SSD/ Win 11 Home,11th Gen Core i7,16GB,1TB SSD,Win 11 Home,,Infinix INBook X2 Plus Laptop,
664,HP 240 G8 689U2PA Business Laptop (11th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),11th Gen Core i3/ 8GB/ 512 GB SSD/ Win11,11th Gen Core i3,8GB,512 GB SSD,Win11,,HP 240 G8 689U2PA Business Laptop,
665,Acer Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph,12th Gen Core i5,8GB,512GB SSD,Win11,4GB Graph,Acer Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop,
